ekis_id;0;1;2;3;4;5;6;7;8;9
13749;13896;13841;13273;13701;13246;12224;12020;12889;13881;13735
12850;13703;13560;12731;13828;12961;12940;12746;12717;12678;13679
13747;13426;11948;13688;12910;13713;13381;12519;12224;13120;13816
13517;3815;12339;12950;13331;3856;13641;7484;12895;13434;3803
12713;12716;13874;12730;12682;12684;12676;12712;13794;13725;12714
13854;12708;13687;13697;13742;13409;13772;13719;12652;13743;12783
13661;13662;13688;13382;13426;13949;13686;13285;13836;13906;13806
13119;13361;13120;13825;13765;13492;13736;13481;12855;13178;13020
12863;13765;13733;12519;13120;13688;11948;12766;13663;10184;10313
12243;13765;13310;13733;13802;13104;13688;13806;12844;13060;13686
13937;13819;13273;12889;13842;13841;13824;13749;13918;13931;13705
13454;3867;13283;13685;13637;12895;13682;13623;13449;12845;11209
12733;12584;13409;13288;12654;12652;13697;12915;13752;12711;13294
13737;13221;13906;13810;13738;13882;13378;12910;13764;13179;13381
13518;13073;13557;13923;13172;3877;13596;13926;13174;13955;13614
13204;13738;13017;13673;12830;10141;13189;13906;13700;13802;12933
13855;12821;13940;13906;13381;10325;13655;13246;12871;13882;13936
12766;12855;13663;13859;12938;13285;13436;13017;13178;13120;13199
13233;12619;13773;13563;13840;13647;12708;12652;12826;12783;13122
13576;13449;13580;13670;13554;13886;13009;13602;12862;13922;3790
566;12830;12855;13017;13314;13765;12474;13121;12891;13439;13859
13120;13367;11500;13736;13057;11948;13688;10348;13492;13758;9615
13918;13731;13655;12788;13738;12768;13793;13859;13842;13179;13246
13732;13017;13655;13663;13872;13104;12830;13802;13859;13731;13833
13623;12265;13637;13271;13516;13137;13649;13491;13220;13013;12763
12935;13672;13888;9291;9292;13246;10313;9539;13861;13658;13859
13596;13614;13585;13955;13644;13926;13518;13174;13073;3877;13575
13381;13906;13940;12910;13426;13246;13731;13872;13833;12830;13179
13599;13585;13947;13837;13946;13920;3810;13945;13953;13645;13009
12951;13013;13565;13440;3841;3815;13552;12339;13434;12950;13190
12821;10325;12215;13086;13181;13666;13630;13836;13949;12919;10348
13264;10313;13747;13806;12830;13765;13896;13788;13673;13148;13246
13764;13949;13189;13906;13791;13757;13737;13731;13381;13717;13803
13946;13945;13920;13837;13953;13947;13585;12829;13956;13755;12664
12836;12851;9615;11948;13290;12852;13492;13390;13637;13367;13361
12988;13655;13378;13906;13731;13882;13246;13381;13720;13836;13940
13361;12844;12916;13439;12926;13390;566;12830;12943;12855;13057
13906;13940;13381;13872;12910;13246;13731;12224;13426;13118;13060
13731;13906;13381;13803;12830;13655;13179;13940;13859;13121;13017
13738;13802;13701;13246;12830;13949;13865;13691;13700;13711;13869
12983;13735;13588;13701;13918;13120;9431;12768;13736;13398;13695
13846;13426;13906;13246;13381;13382;13833;13836;13830;12215;13949
12993;9615;13836;13879;12891;12434;13017;13765;10325;13057;13728
12717;13560;13703;12746;13247;13447;12731;12940;12678;13828;12961
13880;13017;12993;10325;13728;13120;13714;13765;12768;13619;13057
13761;13104;13806;13714;13199;13949;13728;13426;13707;13721;13848
13928;13381;13906;13426;12788;13747;13872;13940;13833;13246;13793
9615;12993;13879;12891;13057;13836;12434;13215;13378;13439;13714
13480;13361;13120;13825;13694;13260;11948;13673;12215;11209;13119
13440;7509;13521;7530;3798;13636;3803;7484;12951;13649;12950
13394;12915;13261;13409;13288;13697;12654;12584;13654;13752;13719
13118;12830;13906;13017;12938;13246;10313;13859;13836;12933;13655
13721;13806;13104;13378;13765;13667;13802;12993;9615;10325;13728
12584;12733;12915;13840;13409;12654;13687;13288;12711;12652;13752
13942;7764;13271;13637;12264;12584;13370;12827;12845;13137;137
13801;13729;13684;13906;13781;13798;13381;13872;12925;13704;13815
13920;13947;13945;13946;13953;13837;13585;12829;13755;13956;12664
13892;10313;13765;13686;13949;13382;13661;13788;13688;13861;12215
13351;13752;13697;13288;13719;13563;12654;12652;13409;13262;13294
12979;13906;13896;13179;13909;13882;13381;13731;13788;13833;13836
12891;9615;12474;12993;13836;13215;13439;566;12919;13314;12844
12940;13828;13560;12746;12686;12961;12678;12731;12681;13703;12827
13878;13836;13818;13906;13797;13808;13104;13793;12821;13688;13815
13744;13221;13936;12910;13381;13737;13806;12830;13673;13731;13833
9291;13859;13667;13917;13836;12993;13736;9431;13765;13658;13701
12680;12686;12681;12827;13560;12746;13828;12940;13447;12961;13247
12950;13641;3798;7530;13636;3815;3856;7509;13440;13649;13517
13784;13017;13714;13121;13728;12161;13858;12779;12855;12830;12916
13927;13877;13692;13486;13720;12992;13882;13834;13913;12935;13803
12266;13563;13752;12652;12654;13294;13288;12826;13697;12915;13840
10348;11209;12919;13310;13439;13393;12821;13063;10325;566;13060
13242;13906;13896;13940;13731;13381;13179;13836;13872;12224;13751
12888;13179;9539;13181;13381;13738;13675;12910;13382;13361;13859
12895;13552;12339;13529;1956;13685;3842;13558;13207;11948;13583
12207;13057;13439;13285;12855;12926;13765;13215;12891;13949;13017
13877;13731;13803;12871;13655;13928;13859;13701;12988;13882;13381
12707;13796;12964;13247;12971;13599;13560;12940;13585;13947;12827
13324;13836;13658;13667;12993;12821;13917;13426;13378;13949;13630
3841;13552;3856;3842;12951;13649;13013;12339;13440;3798;3803
13574;12988;13803;13888;13655;12996;13882;9292;13726;13731;3871
13612;13236;13076;13584;13642;13575;3877;13613;13812;13542;13595
13875;13803;13906;13882;13720;13940;13731;13381;13836;13378;13896
13899;13677;13705;13724;13704;13344;13824;13798;9539;13746;13781
13951;13637;13243;13766;12584;13649;12852;13552;12827;13891;13178
13730;13790;13865;13382;12993;566;13425;13017;13810;13781;13700
13808;10325;13663;13714;13728;13104;13426;13858;12821;12985;13017
13419;13199;13120;13367;13260;13361;12215;13865;13310;13949;13148
13316;13859;13017;11948;13265;10325;13688;13713;566;13663;13619
13769;13936;13919;13906;10313;10141;13688;13661;13221;13878;13881
13166;12654;12683;13288;12915;13772;13192;13409;13771;13697;12783
13614;13596;13585;13955;13644;13926;13518;13174;13073;3877;13575
3734;13474;13232;13278;7520;13141;13821;13271;13458;3717;13721
13640;13523;3813;7524;13552;13182;12264;7764;13193;13169;13434
13816;13104;566;13361;12830;12916;13714;11948;13738;13707;13859
13654;12915;12826;13409;13697;12708;13288;12654;13122;13687;13719
3867;13454;13685;13283;13190;13850;13623;13565;13637;7509;12763
13243;13425;13310;12584;13840;13849;1306;12161;12891;12474;13288
13736;13120;13880;12768;13765;13057;12855;13119;9615;12161;12474
13717;13949;11948;13806;13020;13715;13285;13757;13087;12788;13906
13288;12654;13697;13752;13719;13409;12915;13743;12826;13371;13563
13249;13439;13260;13849;13020;12943;12851;13481;13310;13390;13057
12683;12915;13409;13288;13166;12733;12654;12783;13654;13261;13697
12971;1958;13926;13809;13954;13946;13755;13956;12462;12664;13612
13541;13220;13479;12570;3890;11948;12915;13441;13120;7476;11209
13003;11948;12922;13020;13949;12809;13715;13057;13320;2357;13367
13660;13684;13825;13103;13699;13246;13619;13795;13861;11480;13747
13137;13271;13623;12845;13768;13649;10184;13526;13776;13718;13733
13714;13728;13426;13808;9615;13858;10325;13806;12916;12926;13104
13308;13752;13288;13192;13753;12652;12654;13294;13647;12915;13371
3813;13640;13271;13182;7484;13523;3803;7764;12264;13552;3798
13529;13207;13536;13104;13210;13444;13588;12845;12863;12519;13260
13712;13017;12830;13663;13728;13655;13883;13891;13936;13714;13246
13802;13738;13382;13199;13949;13701;13865;13862;13104;13700;13426
11480;13120;13825;13020;13367;12766;13119;12215;13310;13178;13663
13898;13440;7509;7530;13649;12265;13521;13232;13361;12161;12778
13762;13909;10313;10319;13861;13799;13738;13765;13655;13936;13925
13552;13637;13190;13565;3841;13555;13640;13434;13649;3799;3798
13919;13769;10141;13688;13906;13799;13381;13936;13909;13737;13661
13178;12161;13121;12855;13663;13017;13361;13891;13859;12943;13232
13315;13425;13439;13849;13379;13934;12891;13382;13700;13260;12778
12975;13763;12830;13802;13290;13320;13765;10348;13223;13260;13063
8842;13835;12708;13294;13647;12584;12652;12570;12915;13409;13203
13858;13714;13728;12985;13017;13896;12830;13808;13784;13246;13707
12768;13017;566;13314;12830;12855;13917;13880;13765;12207;13178
13690;13017;12993;13765;12216;13880;13714;13791;10325;13320;12855
12202;12778;13170;13439;13260;13255;13758;12915;12828;13493;11948
13385;12654;13288;13697;13294;13750;13743;13752;13409;13563;12733
13357;13883;13320;12830;13017;566;13223;13859;11948;13057;13728
13851;13872;13181;12821;13381;13906;10325;13731;13882;13888;12215
13136;13120;13260;9615;13148;13436;12215;12809;11209;13195;13694
13770;13677;13857;13704;13420;13899;13798;13724;13819;13841;13705
13834;13833;12224;13381;13906;13872;13881;13246;13940;13932;13909
13782;10313;13382;13738;13199;13087;13806;13859;13519;13673;13791
13957;12664;11748;12970;13924;12462;13884;13553;13955;13755;13956
13706;12765;13247;12940;13828;12961;12686;12746;13560;12731;12678
13889;13861;13805;13882;12871;13246;13802;13791;13221;13738;13731
13903;13475;13192;13832;13288;13563;12654;13697;13687;13752;13719
13874;12730;13897;12676;12682;12684;12713;13814;13794;12677;12716
13387;13386;13024;12138;12188;12805;12905;13718;12763;10184;13438
12948;7509;13552;13521;13637;3803;13640;13555;13190;7524;3798
13702;13752;13772;12915;13261;13294;12654;12826;13697;12584;12652
12188;13438;12138;12763;12195;12730;12805;13024;12682;13874;12676
12522;13425;13700;13810;13361;12891;13171;13849;12474;13199;13310
13087;13384;13949;11948;13806;13715;13148;12933;13285;13688;13717
13893;13906;13872;13940;13381;10327;13738;13246;13060;12910;13179
13682;13887;12853;13347;12844;13718;11209;12943;13314;13120;13393
13644;13306;13954;13755;13943;13603;13926;13174;13614;13955;13518
3803;7484;3815;3798;13521;7537;13182;13440;13013;13552;13434
13024;12805;12905;12138;12188;12195;13438;12281;12778;13718;12844
13853;13891;13713;13883;12938;13859;13949;13802;13104;13223;13663
13781;9310;13215;13473;12437;13917;13836;13873;12434;12891;12910
13560;12961;13828;12940;13447;12746;12678;12731;12686;12717;12681
9310;13473;13781;12474;9431;13917;12891;12437;13667;12993;12910
12826;13122;12654;12619;13288;12915;13654;13697;13840;12584;12708
13900;13803;13875;13818;13793;13940;13882;13731;13833;13221;13906
11662;7476;13361;13816;13558;13747;13367;13278;3718;10141;13738
13797;13949;13328;13688;13104;13836;12215;12910;13382;12821;13714
13771;13192;13233;12654;13166;12619;12783;13752;13773;13294;13772
11520;13752;12654;13697;12915;13753;12826;13838;13288;13294;13750
11209;10348;12919;12215;13481;13314;13310;12844;13393;13718;12809
13261;12915;13394;13772;12619;13288;12584;13743;13697;12676;13687
13209;13630;13384;13806;13949;12788;13439;13836;12821;13757;12224
12437;12993;12891;13836;12434;9615;13879;9310;13667;13781;9431
13911;13718;13439;13425;12910;9615;13849;12844;13936;13493;12891
13246;13906;13830;13426;13381;13738;12830;13940;12910;13831;13378
3755;13291;13552;3798;12950;13636;3880;13013;7484;3842;13649
13724;13677;13705;12830;571;13017;13841;12768;13704;13798;13824
13329;13246;13426;12925;13885;13017;13619;13378;12830;13684;13710
