ekis_id;0;1;2;3;4;5;6;7;8;9
13833;12910;13381;13906;13426;13829;13246;13872;13909;12224;13806
13838;13062;12654;13697;13288;13752;13282;11520;12600;12915;13719
13827;13746;13704;13841;13732;13420;13808;13658;13745;13824;13705
13689;13906;13872;13940;13381;13246;13861;12910;13846;13882;13932
13262;12783;13563;12676;12708;12915;13261;13752;13294;13697;12654
12910;13906;13381;13833;13940;13426;13830;12830;13246;12434;12821
13126;13204;13738;13178;13934;13017;13849;11948;10313;13425;9615
13932;13906;12910;13426;13830;13381;13833;9539;12224;13246;13793
13015;3842;12895;13207;13536;3811;13012;13634;13583;3798;4204
13441;12264;12915;7530;10184;137;12570;13260;11948;12708;13779
13193;13190;13640;13521;3803;13434;13555;3798;13552;3790;13182
13735;12768;13398;12983;13701;13917;13736;12788;13667;13265;9310
13704;13746;13705;13798;13420;13872;13781;571;13677;13724;9539
13693;13688;13765;12224;13806;11948;13859;10325;12821;13686;10313
13575;13575;13812;13595;7479;13613;13236;3877;13076;13642;13612
13585;13947;13945;13920;13599;13946;13953;13837;13174;13955;13614
13382;13802;13949;13713;13836;13810;12215;13661;13199;13688;13865
3717;13458;13361;13906;13087;3871;13278;13710;13788;13738;11662
12332;13174;12960;13092;13470;3794;13939;3810;12774;13916;3877
12540;13310;13199;10348;12891;13934;13849;1306;13439;13718;13911
13792;13142;13545;13597;13174;13955;13614;13644;13575;13926;13518
13371;13752;13294;13288;12654;13697;12652;13409;13753;12584;13563
13684;13246;12830;13906;13738;13118;13619;13378;13763;12821;13940
12964;13796;12707;12717;13560;12971;12940;12850;12686;12827;12961
12848;13409;12915;13687;12708;13772;13719;13854;12584;13697;13742
13742;13697;13743;13409;13772;13687;12915;13719;13122;13288;13854
13300;13221;11948;13715;13925;12519;13310;13380;13673;12927;13695
13195;12919;13120;11209;12215;10348;13260;9615;12927;12821;10325
10184;13379;13260;13436;13493;1306;10348;13765;13310;13120;13718
13676;13310;13243;1306;13425;10184;13637;12851;12138;13271;13563
13739;13663;12161;13721;13686;13765;13733;13278;13232;12863;13178
13887;12853;12809;13682;13260;13439;13481;13367;13757;12891;12919
12711;12584;12654;13288;12915;12733;13752;13697;13409;13371;13563
7509;13440;13521;13641;3798;13649;13434;7530;13220;13637;13491
13936;13655;13017;13714;13861;13906;13381;12910;12830;13896;13712
13089;12215;10348;11209;12821;12919;10325;13181;13810;13285;13382
13492;11948;13120;13378;13367;9615;12891;13836;12474;13215;13361
13914;13614;13596;13946;13924;13612;13755;13956;12664;13920;13954
12712;12713;12676;12684;13725;13874;12682;12716;12677;12714;12730
12793;7530;13014;13641;13516;13636;3880;13440;3846;3798;13521
13779;13260;13439;11948;13120;13367;12927;13057;13436;12851;13393
13713;13382;13853;13949;13836;12215;13436;566;13747;13806;13859
12745;12731;12678;12746;13247;13447;13560;12961;12717;13828;12940
13192;13563;12654;13409;13288;12915;13308;13719;13697;12584;13750
13220;7509;13491;13554;13434;13623;13521;7476;13552;13190;13290
12275;12805;13024;12905;12138;12274;13438;12273;12281;12778;12188
13698;13118;13906;10313;13872;13892;13881;12830;13729;13746;13381
13553;13955;12462;13884;13957;12970;11748;12664;13924;13073;13926
1956;12339;3815;13529;12895;13649;13685;13260;12519;12997;13013
13943;13755;13954;13306;13644;13946;13924;13956;13612;12462;12664
12922;13057;11948;13765;12993;13148;13806;13439;13949;13630;13862
13922;13914;3794;13792;13142;13597;13545;12462;13755;13956;12664
12721;13814;12717;13560;12676;13828;12961;12940;12746;12827;12730
13597;13545;13792;13142;13009;13599;13603;13645;3810;13557;13596
12678;12731;12746;13828;13560;12940;12686;12681;12961;12765;13703
13634;13715;13178;13436;13663;13713;13310;13314;11948;12927;13883
13475;13192;13832;13563;13903;13697;12654;12729;12915;13288;13409
13468;12993;9310;13210;9615;13873;9292;13333;13733;13765;12891
12687;13288;12654;12915;13687;12783;12584;12826;13719;13697;12683
13244;13630;12910;13189;13791;13439;13757;13285;13949;13765;12788
12755;12964;13796;12707;12905;12805;13438;13024;12138;12188;13789
13416;13906;13179;13246;13896;13882;13381;13684;13940;12830;13731
10312;13661;13836;13688;13285;13848;13662;10325;13765;13949;13806
13766;13232;13951;13243;12852;13170;11500;12996;12584;13120;1306
13947;13920;13585;13945;13946;13837;13953;13599;13073;13926;13955
13486;13416;13273;13882;13793;13720;12979;13875;13818;13815;13896
12684;12682;12730;12676;13874;13794;12677;12716;12685;12713;13897
13860;13179;13906;9292;13848;13655;13872;13861;13896;13909;13731
7530;13521;3798;13440;11948;13641;12950;7509;12519;12793;13516
13601;13552;12161;13623;13361;13640;10184;13220;13544;13232;13302
13910;13695;9292;13888;13952;13416;13848;13841;13860;13746;13246
12514;3790;12816;13602;13847;13349;13886;5196;13640;12862;13580
13544;13634;13314;11209;13552;13260;2357;10184;13361;13713;13883
13681;13719;13840;13697;13409;13294;12711;13743;13288;12654;12600
13493;13765;13439;12474;13849;566;10348;9615;12844;12779;13260
13701;13738;13802;12788;13667;13865;12821;13246;13836;12224;12830
12716;12713;12714;12704;12682;12684;12730;13794;13874;12676;13760
13473;12474;9310;12891;13215;9615;9431;13917;13378;13658;13781
13758;13439;12828;566;13260;13367;12943;13057;12778;12891;13393
13727;13806;13630;12926;13949;13426;12821;13104;13148;13757;13862
13321;13735;13736;12983;9291;13246;12768;13785;13398;13830;13765
13283;3867;3790;13182;12827;137;12678;13521;13637;13349;13685
13677;13705;13824;13724;13798;13781;13704;13899;13671;12891;13420
13931;13179;13896;13381;13940;13246;12788;13906;13655;13882;13731
13649;3799;13203;12852;4204;12339;7509;13013;13552;13190;3856
11438;13825;12993;13684;12938;12215;12916;13060;12821;13057;13619
13014;12793;13641;7530;3798;12851;13806;13384;13221;13516;13440
12853;13887;13439;13682;12943;13260;13347;12828;13393;13317;12891
13719;13840;13697;13409;13288;12654;12915;13687;13743;13681;13752
13685;13554;13565;137;13637;3867;12845;13552;13623;12895;13182
13271;13637;7764;1306;137;13310;13768;13849;13370;12264;13290
13683;13409;13772;13840;12915;13697;13687;12826;13719;13742;12619
9651;13906;13273;13896;13731;13882;13179;13909;13381;13751;12888
13370;13271;10184;13637;12264;13182;12265;13640;13526;12848;13623
13442;12652;13752;13294;13371;13753;12654;13288;12600;13687;13719
12788;13949;13757;13701;13630;12910;13209;13384;13791;13179;13426
13173;13121;12855;13265;13663;13883;13436;13712;12161;13017;13178
13637;13552;13271;10184;12827;13951;13190;13623;12845;12265;7509
13829;13833;13906;13381;13179;13872;12910;13246;13830;13940;13737
1958;13809;13926;12462;13924;13612;13755;13956;12664;13920;13954
13260;13439;12809;13170;13367;13393;13758;13481;13171;13314;13949
12273;13024;12905;12805;12274;12281;12275;13481;13314;12195;11209
12474;12891;566;13473;13310;13439;13765;12855;9615;13215;12778
13426;13381;13830;13246;13630;13747;13906;13949;13806;12224;12910
12676;12677;12730;12682;12684;13874;13794;12713;12716;13868;12698
13057;13439;13393;12926;9615;12938;13367;12943;12933;12993;12207
13483;13271;13320;12778;13372;13314;12584;12855;13637;13493;566
11500;13120;13260;13439;566;13314;13493;11209;13718;10348;12919
12757;12138;12763;12188;13438;12805;13024;12453;12195;12778;12730
13645;13595;13575;13236;13542;13613;7479;3877;13812;3810;13584
13519;13673;13836;9350;13906;13378;13118;13858;13661;13246;13017
13190;13552;3798;13434;13637;13521;13649;13271;13012;13565;13193
13862;13949;13806;13802;13630;12926;12943;13757;13384;13285;13426
13221;13737;13925;13806;13381;13833;13382;13810;13738;13731;13199
13886;13602;3790;13449;13847;12862;13640;12514;3794;13576;13349
13549;12264;10184;12570;7764;13623;12827;13560;12680;12676;12961
571;9539;13017;13781;13859;13663;13121;12766;13807;13705;13746
13716;13815;13246;13793;13797;13707;13695;13728;13710;13380;13825
13881;13765;12830;13246;10141;13381;12224;13734;13378;13906;13746
13711;13738;13695;13691;13869;13802;13246;13221;13684;13737;13017
13859;13121;13017;566;12830;12938;13738;12766;12821;12855;13663
13647;12619;13294;13752;12652;12584;13308;12826;13233;12915;13840
12264;7764;13271;12848;10184;13203;3856;12570;13637;13370;13247
13662;13765;13661;13714;12933;10141;13728;13688;13148;12993;12910
13902;11948;13816;13715;13630;13057;13320;13439;13765;13189;13017
13142;13792;13545;13597;13518;13174;13644;13926;13575;3877;13596
13009;13809;13926;13599;13597;13645;13545;13557;13603;3810;1958
12919;10348;11209;12891;13314;12215;12821;12844;566;13439;13181
13386;12805;13387;13284;12138;13438;13144;12905;13718;13310;13024
13555;13552;7509;13182;7524;13640;13193;3798;12950;13521;3815
13523;13954;13640;13755;13943;13914;12862;13644;13306;7524;13956
13725;12714;12682;12677;12730;12713;12716;12684;13897;13874;12676
13180;13810;13865;13425;12215;13120;13382;9615;13700;13849;13701
13060;12224;13439;13906;13153;13872;12938;13426;13425;13663;13810
13092;13470;13174;13939;12774;3810;13926;13596;13518;13955;3877
12161;12778;13178;12855;13765;13439;13121;13057;13663;12993;10348
13863;13842;13913;13793;13834;13940;13882;13918;13815;13851;13959
13700;13738;13802;12891;13810;13314;13215;13121;13057;13426;13310
13694;13728;13949;13120;13714;13715;13662;10325;12910;13661;11948
7489;13444;9292;7520;3717;13733;13791;13474;3842;13458;13529
13850;13789;13637;13295;13271;3867;3790;13370;10184;13768;12570
13865;13810;13802;13738;13765;13199;13382;13949;12910;13701;12830
13740;13409;12652;13687;13772;12915;13697;12708;13742;13854;12848
12926;13806;13057;13727;13949;13439;13148;13361;13757;12943;13390
12756;12584;12654;12826;13288;13840;13752;12711;13697;13719;12619
13817;13738;13320;13728;13673;13221;10313;13891;13712;13017;12993
12829;13920;13837;13946;13945;13953;13947;13585;13956;12664;13755
12996;13667;13707;13619;13807;12925;13763;13825;13246;13688;13885
13000;10313;13688;13104;13861;13630;13949;13426;12821;13246;13836
13250;13243;13294;12652;13637;12584;13232;13271;13120;13814;11500
13663;12938;13808;13017;10325;13883;13285;13060;12766;13314;13859
13950;13538;3856;7484;13649;3813;13456;13013;8842;3815;3755
12224;13060;13906;13872;13426;13940;12821;13246;13830;13630;13381
13810;13199;13865;13382;12215;13060;12821;13738;13802;13949;13700
13390;12943;12927;13057;13361;12926;13439;11948;13757;13806;13020
13709;13791;13764;13793;13731;13189;13221;13815;13655;13717;13906
13380;13925;13221;13869;13695;13104;13802;13199;13806;13865;13701
13550;13731;13381;13906;13793;13738;13246;13179;13872;13940;13882
12773;13600;13941;13956;13229;12462;13755;13946;12664;13954;13957
13557;13923;13073;13518;13603;13645;13599;13545;13009;13172;3810
13558;13816;11662;11948;13649;13891;13017;13728;13204;12895;13440
13030;12215;12821;10325;13833;13906;13179;13949;13104;13829;13086
10325;12821;12215;13086;13181;13666;12993;13808;13663;13017;10348
13687;13772;13409;12915;13840;13719;12584;13697;12654;13288;13742
3798;13636;7530;13521;13190;13440;13641;7484;7509;12950;7520
12844;12943;13361;13718;12919;12891;13439;566;13765;13314;13481
13290;13153;13297;13060;12161;13372;13765;13439;13895;12938;13361
10319;10313;10327;13799;13833;13806;13688;13906;13710;13765;13936
12685;12684;12682;13874;12730;12677;13897;13794;12676;12713;13760
13470;13092;13174;3810;12774;13939;13073;13926;3877;13596;13955
13879;9615;12993;13017;12891;12434;13836;13714;13378;12437;13673
13588;13728;12983;9431;13707;12768;13529;13120;13714;13320;1306
13868;12676;13794;13874;12684;12682;12730;12698;12696;13828;12713
13012;3815;13190;3798;12950;13013;13641;3880;7530;3842;13529
12138;12188;13438;12757;12763;12805;13024;12281;12195;12778;12453
12973;13673;13909;13791;13731;13655;13888;13246;13661;13906;13754
12714;12716;13725;12713;12684;13874;12730;12682;13760;13794;12676
4204;13721;12927;9615;13120;13458;13806;12215;13390;13836;13087
13841;13881;13724;12768;571;12996;13798;9539;13701;13246;13705
13765;12855;566;10141;13707;12993;13688;13017;13662;13439;13057
13017;12830;12855;566;13655;12993;13712;13118;13879;13859;13121
13835;13294;13752;8842;13371;12584;12652;13409;13687;13753;13261
13837;13920;13946;13945;13953;13947;13585;12829;13956;13755;12664
12704;12730;12716;13760;13794;12682;12684;13874;12676;13897;12677
13580;13449;12862;13945;13847;13602;5196;13576;13947;13585;13349
12696;12730;12698;12682;13874;12676;13868;13828;12684;12677;13794
13076;13584;7479;13812;3877;13612;13642;13613;13542;13575;13595
3880;3815;7530;13641;12950;13591;12793;3755;13012;13552;3803
2357;13020;13260;11948;13715;13285;13119;13367;13361;12926;13481
13776;13493;10348;13765;12844;566;12474;13310;13849;13439;12778
13669;13733;13493;10184;3798;13637;11948;13090;13765;13758;13444
11948;12851;13715;13148;13367;13020;13806;13057;12922;13087;12933
7479;13812;3877;13076;13584;13542;13575;13236;13613;13595;13642
13933;13361;13917;13223;13728;13848;566;12891;13949;13426;13765
13538;13950;3815;3842;13536;13434;13013;3856;7520;13291;13517
13952;12768;13917;13667;9292;12996;13841;571;9615;13707;9291
13179;13381;13731;13906;13896;12910;13848;13246;13872;13829;13738
13844;13876;12925;13791;13655;13841;13381;13754;13793;9539;13329
12831;12730;12716;12682;12684;12713;13725;13897;12714;13874;12676
13895;13153;13178;13361;13060;13297;13057;11948;9615;13290;12161
12830;566;13017;13118;12855;13246;12933;13738;13381;13906;12910
13805;13738;13882;13802;13179;13381;13731;13221;13829;13737;13909
13728;13714;12993;12916;13104;13017;13765;13808;9615;13707;13361
13570;13697;12654;12915;12584;13294;12711;13169;12600;13719;13409
13181;12821;10325;12215;12919;13086;13382;13836;10348;13630;13949
12686;12681;13828;12940;13560;12961;12678;12746;12731;13703;12827
13297;13153;13060;12248;13849;13372;13439;13493;13260;10348;13290
13788;11948;13087;13688;13848;13179;10313;13673;13949;13836;13361
12265;13623;13637;13491;13434;13370;13649;13271;12264;13640;7764
13539;10313;13728;13328;13673;13320;13479;13017;12933;13641;13712
13705;13677;13746;13707;13704;13824;13798;13807;13724;571;13781
9282;13958;12992;13720;13458;13889;13875;13876;3717;13855;13402
12570;13563;12708;13560;13233;12652;13854;12915;12783;12961;13750
13210;12779;13714;9615;13728;13784;1306;12852;13529;13468;12161
13819;13420;12889;13677;13937;13749;13841;13824;13705;13724;12020
9539;13060;571;13707;13344;13932;10325;13181;12821;13246;12224
13328;13949;13797;13104;13836;13426;13738;13382;13688;12215;13630
12654;13288;12783;13697;13752;12915;13409;13719;13192;12826;13840
13379;13425;13849;13260;10184;13241;13439;13315;13436;12778;13310
10219;12821;13181;10325;13086;13807;12871;13179;13666;13381;12910
13722;12746;12678;12731;13560;12940;13828;12961;13703;12686;12827
13638;12474;13121;9431;12891;10348;9615;13439;566;12161;13120
13369;9615;12891;13492;12993;13836;13361;13879;13178;13367;9431
13751;13906;13949;13171;12933;12830;13118;13381;13862;13836;13189
13789;13874;12570;13850;13637;13560;12676;13271;13768;12188;13310
13471;12681;12686;12680;13247;12746;13560;12940;13828;12961;13447
13144;12195;13874;12682;12730;12676;12805;12684;12698;11209;12713
13940;13906;13381;13872;12910;13246;12224;13731;13830;13833;13896
13138;13320;13314;12855;11948;12584;13637;13768;13317;13120;13271
13189;12933;12830;13949;13764;13171;13630;13017;10141;13244;13361
521;12766;12855;13121;13436;13178;13314;12216;11948;13390;12938
13229;13956;13941;13518;13596;13926;13955;13174;13614;3877;13073
13420;13704;13798;571;13677;13705;9539;13746;13819;13872;13841
13876;13655;13906;13791;13381;13246;13936;13017;13731;10325;13728
13630;13949;13727;13806;13426;12821;12933;13439;13836;13285;13757
13354;13600;13570;12773;13835;13456;13409;13294;13752;12711;13371
12724;13794;12676;13874;13868;12684;13897;12682;12730;12716;12698
12752;13730;13701;13231;12020;12768;13896;12830;13179;12910;566
12933;13630;12830;13057;13673;13906;13189;13148;13171;13949;13751
13499;13697;13409;13772;12584;13687;13840;13288;13719;13752;13854
13358;13361;13896;12768;13712;13246;13784;13738;13179;12889;12161
13320;13357;13883;13859;12830;13017;566;13891;13728;13223;13232
13491;13434;13220;7509;12265;13623;13521;13554;13649;3798;12763
13542;13575;13812;13595;7479;13613;13236;3877;13076;13642;13612
13086;12821;10325;12215;13181;13630;13426;13836;13666;12919;13807
13372;13060;12248;12161;13849;13439;13314;13153;13297;13425;13493
13666;12821;10325;13063;10348;12215;13728;13714;12919;13949;13426
12731;12746;12678;13828;13560;12961;12940;12681;12686;13703;12765
13772;13687;13409;13742;12915;13840;13697;13261;13743;13499;13719
12248;13372;13153;10348;13060;13297;12891;13785;13439;13121;13314
12339;3815;13649;1956;13013;3799;13565;13552;13517;12895;3841
13348;13865;13382;13221;13715;13802;13949;13310;13199;13713;13361
13809;13926;13009;1958;13174;13518;13614;3877;13073;13955;13644
13636;3798;7484;13516;13641;13440;12950;13013;3815;12997;3799
13726;13731;13906;13655;13017;13118;13381;12830;13365;13729;13673
5196;13644;13306;12862;13954;13755;13603;13943;12816;13518;13073
13831;13246;13906;13381;13872;13426;12910;13830;13940;13661;13751
12938;13663;12855;13057;13060;13859;13017;13118;13439;12830;12215
13691;13199;13738;13711;13802;13810;12871;13700;13378;13663;13246
13600;13456;12773;13325;13523;13169;11748;12462;12970;12664;13924
13959;13793;13882;13381;13246;13861;13940;13754;13906;13734;13731
13823;13906;13859;13818;13893;10327;13731;13861;13764;13769;10313
13710;13087;13906;13148;13859;12933;10313;13738;13949;13806;13751
12698;12730;12682;13874;12684;12676;12677;13828;12696;12940;13814
13894;13731;13859;12224;566;13121;13757;12830;13833;13713;13426
13913;13793;12788;13716;13735;13398;13842;13918;9291;13861;13775
13733;13765;12863;11948;12243;12519;13721;13891;13936;13728;13104
10206;10141;12844;13204;13189;13314;13178;10313;13673;13765;13017
13278;13806;13949;13104;13148;13367;13630;13209;13862;13727;13199
13807;12821;12910;12830;10325;12919;13215;13666;12891;13223;566
13344;12910;13426;13361;9615;9539;12926;12916;13060;12891;13215
12734;13471;12686;13560;12773;12681;13247;12940;12827;12961;12680
13362;13714;1306;13104;13728;13199;13816;13232;13310;13178;12779
13384;13949;13630;13087;13209;13806;13862;13057;13859;13757;13104
12805;13024;12905;12138;13438;12195;12188;12778;12844;12891;13310
13729;13906;13859;13731;13815;12830;13713;13118;13872;13836;13803
13378;9350;13667;9615;13836;13246;12891;12830;13215;13630;12993
13090;13178;12855;12938;12891;13663;13017;13121;13361;13310;13314
12216;12855;13017;13121;9615;13223;13057;12938;13765;12927;13178
12927;13390;13057;11948;13367;12926;13260;13715;13120;13285;13439
13680;13906;13712;11480;10313;13710;13017;13246;13763;13655;13118
13402;13791;13273;12888;13876;13731;13896;13769;9539;12992;13103
3871;13458;12216;10313;13731;13906;3717;13017;13121;13859;13655
13310;10348;12474;13199;13849;13425;13361;11209;12844;13439;12891
13063;13666;10348;10325;13728;13714;12919;13426;12215;13181;12821
12619;12915;12826;13647;13840;12654;13288;12584;13687;13261;13233
13812;13812;3877;13076;13584;13542;13575;13236;13613;13595;13642
13055;13816;13714;11948;13728;13715;12519;13310;566;13020;13120
13331;13517;13558;12339;13649;13012;13516;13565;3815;7520;13529
12677;12676;12730;12682;12684;13874;13725;12713;13794;13897;12716
12845;10184;13260;13718;11209;13637;10348;13393;13529;13314;13439
13912;13344;13661;13765;13714;13662;9615;13686;13911;571;13231
13763;13949;13806;13426;13848;13104;13802;13199;13684;13865;13630
12809;13439;13260;13481;13393;13153;12891;11209;13285;13057;13314
13595;13645;3877;13236;7479;13575;13542;13613;13812;13584;13612
12774;3810;13939;13092;13470;13174;13920;13956;12664;13755;12462
3846;12519;13733;7509;13649;11948;13641;13440;10184;12851;7530
13367;13148;13120;13949;13057;13260;11948;13285;13439;13758;13393
13377;13655;13712;13118;13104;13017;12938;13087;13891;13833;13331
13393;13439;13057;12828;10348;13260;12943;12809;13367;13758;11209
10327;13836;13906;13673;13738;13859;13381;12434;10313;13833;13667
12682;12684;12730;12676;13874;12677;13794;13897;12716;12713;12685
13255;13439;12809;12778;13758;13765;13260;13425;13481;13057;13310
13790;13425;13810;13439;13057;12855;9615;13199;13865;13765;13700
13767;13439;13260;12926;13367;13171;13630;13390;13199;12809;13806
13463;13714;13728;13120;12916;9615;13784;12779;11948;12926;13285
13852;13721;12993;13765;13444;13017;13215;13858;13879;13733;13104
13613;13542;3877;7479;13575;13595;13236;13812;13584;13612;13172
13438;12188;12138;12805;12763;12453;13024;12195;12905;12730;12713
3856;13013;13950;12264;13649;3841;13182;13641;12950;13434;13517
13521;7530;7509;13440;3798;13190;3803;13649;13434;13491;13637
13287;13426;13630;13848;13806;13378;13917;13836;13667;13688;13763
12783;12654;13288;12915;12708;12652;12584;13294;13752;13773;12676
13826;12871;13882;13848;9539;12988;13738;13754;13888;13802;12910
12970;11748;12970;12462;13884;13924;13957;13955;13306;13553;13956
13474;3734;13458;7520;3717;3798;13440;3871;13636;7489;7484
13696;13738;13382;13802;12830;12821;13246;13017;13425;13882;13381
13832;13475;13903;12729;13838;13697;13282;13192;13563;13062;12654
12852;12915;13367;3799;13409;12161;13649;13232;13278;13391;13210
13603;13644;13306;13599;3810;13943;13645;13009;13755;13545;13954
7537;13302;3803;12519;13641;13552;13440;3842;13637;7484;13320
13314;566;13121;13439;12919;12891;12855;12830;13260;13436;13663
13752;13294;13288;12654;13371;12652;13697;13753;13840;13409;13719
11748;11748;12970;12462;13884;13924;13957;13955;13306;13553;13956
13048;13361;13802;13285;13382;12215;13663;13260;13765;12916;13120
13026;13911;13765;12844;13849;13439;12891;13493;9615;13425;12919
13425;13849;13439;9615;13060;13310;13057;12891;13934;566;13017
13944;12992;13486;13958;13720;13818;13882;12946;13402;13855;13844
13674;12713;13794;13783;12676;13874;12730;12682;12712;12684;13897
13398;13728;12768;13917;9310;12916;13735;13714;13741;13865;12830
13718;12844;13911;11209;12943;10141;13481;13314;13260;13439;13493
13774;12935;13882;13875;13720;13888;13959;13671;13692;13416;13793
13780;13062;13838;12653;12654;11520;13697;12915;13288;12826;13687
13707;13765;13728;12855;13714;566;13104;13816;12916;12993;9539
3799;13649;12852;13278;3815;3798;13552;13565;13636;13013;12339
13306;13644;12664;13884;13755;12970;12462;13954;13943;11748;13603
12453;13438;12138;12188;12805;12763;12757;12195;13024;12905;12778
12282;12138;12188;12763;12281;12757;12339;13438;12827;13024;7524
12960;13939;12332;13092;13470;13174;3810;12774;13916;13914;3794
13236;13612;13575;13595;13812;3877;7479;13542;13613;13584;13642
13945;13837;13953;13920;13946;13947;13585;12829;12970;13584;13172
13584;13584;7479;13812;3877;13612;13642;13613;13542;13575;13595
13172;13923;13613;13073;13518;11748;12970;13945;13941;12774;13584
13813;13605;13622;13229;13236;13613;13542;13809;13595;13812;13306
13884;11748;12970;12462;13884;13924;13957;13955;13306;13553;13956
13941;13956;13229;12970;11748;12774;13584;13945;13884;13172;13953
13286;10165;13177;13025;13850;9356;12853;12960;13370;12868;13685
13605;13813;13622;13229;13236;13613;13542;13809;13595;13812;13306
13349;13602;13142;13792;13545;13597;12774;13945;13172;13584;12970
13821;13721;11948;13310;12519;13104;13691;13199;13802;13087;13738
13317;13439;13260;12207;12926;13057;13393;13758;13367;12943;10348
13526;13493;12844;13302;12863;12851;13765;13390;13271;13310;13733
13368;13060;12161;10348;13393;12778;13310;13439;13153;13372;13436
13953;13945;13837;13920;13946;13947;13585;12829;12970;13584;13172
13085;9615;13673;12993;11948;13379;13215;2357;13372;13260;13934
13923;13172;13557;13073;13518;11748;12970;13945;13941;12774;13584
12868;13349;12774;13939;13174;13092;13470;10165;13914;13922;13580
13939;12774;13470;13174;13092;11748;13584;13945;13941;12970;13172
13622;13605;13813;13229;13236;13613;13542;13809;13595;13812;13306
13642;13584;13612;13076;13575;13812;13542;13613;13595;3877;13236
10165;13286;12868;13177;12853;12960;13554;13682;13523;13916;13370
9356;13286;10165;12853;13025;13177;13310;13887;13419;13682;13802
13302;10184;7537;13526;12863;13493;13854;13637;12584;12519;13840
13169;13600;13640;13570;137;13409;13392;13835;12570;12848;12584
13924;12664;11748;12970;12462;13957;13884;13553;13955;13755;13956
13025;13849;13425;9615;13790;12926;13057;13199;13390;13260;12916
